filter_id,variant,expression,layman_explanation,stat,source
8F060,tens,(winner % 10 == 7),Eliminate if (variant_name equals 'tens') AND (winner value % 10 equals 7),30/311,keeper
8F226,tens,(winner==10),Eliminate if (variant_name equals 'tens') AND (winner valueequals10),16/311,keeper
8F344,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<11 and winner_structure == 5 and winner_structure == 5),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits)is ≥3 AND winner valueis <11 AND winner value_structure equals 5 AND winner value_structure equals 5),5/311,keeper
8F345,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<10 and winner_structure == 5 and winner_structure == 5),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits)is ≥3 AND winner valueis <10 AND winner value_structure equals 5 AND winner value_structure equals 5),2/311,keeper
8F562,tens,(len(set(combo_digits).intersection(seed_digits)) == 1 and all(d % 2 == 1 for d in combo_digits)),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) equals 1 AND all(d % 2 equals 1 for d in combo_digits)),0/311,keeper
8F574,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) equals 1),0/311,keeper
91F180,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <22 and winner_structure == 5 and winner_structure == 5),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits) is ≥5 AND winner value is <22 AND winner value_structure equals 5 AND winner value_structure equals 5),31/311,keeper
9F343,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<12 and winner_structure == 5 and winner_structure == 5),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits)is ≥3 AND winner valueis <12 AND winner value_structure equals 5 AND winner value_structure equals 5),6/311,keeper
9F350,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<10 and winner_structure == 5 and winner_structure == 5),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits)is ≥2 AND winner valueis <10 AND winner value_structure equals 5 AND winner value_structure equals 5),2/311,keeper
9F571,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) equals 1),0/311,keeper
F723,tens,(str(winner)[-1] == str(seed)[-1]),Eliminate if (variant_name equals 'tens') AND (str(winner value)[-1] equals str(seed value)[-1]),33/311,keeper
F724,tens,(((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits)),Eliminate if (variant_name equals 'tens') AND (((seed value % 9 OR 9) % 3 equals 0) AND (((seed value % 9 OR 9) // 3) in combo_digits)),61/311,keeper
F724C,tens,((((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits))),Eliminate if (variant_name equals 'tens') AND ((((seed value % 9 OR 9) % 3 equals 0) AND (((seed value % 9 OR 9) // 3) in combo_digits))),61/311,keeper
F725,tens,((winner % 9 or 9) == (seed % 9 or 9)),Eliminate if (variant_name equals 'tens') AND ((winner value % 9 OR 9) equals (seed value % 9 OR 9)),35/311,keeper
F726,tens,(max(seed_digits) - min(seed_digits) == (winner % 9 or 9)),Eliminate if (variant_name equals 'tens') AND (max(seed value_digits) - min(seed value_digits) equals (winner value % 9 OR 9)),27/311,keeper
F727,tens,"((abs(winner - round((seed**0.5) * 1.5, 2)) <= 2))","Eliminate if (variant_name equals 'tens') AND ((abs(winner value - round((seed value**0.5) * 1.5, 2)) is ≤ 2))",11/311,keeper
F728,tens,"((abs(winner - round((seed**0.5) * 2.0, 2)) <= 2))","Eliminate if (variant_name equals 'tens') AND ((abs(winner value - round((seed value**0.5) * 2.0, 2)) is ≤ 2))",35/311,keeper
F729,tens,"((abs(winner - round((seed**0.5) * 2.5, 2)) <= 2))","Eliminate if (variant_name equals 'tens') AND ((abs(winner value - round((seed value**0.5) * 2.5, 2)) is ≤ 2))",55/311,keeper
F730,tens,"((abs(winner - round((seed**0.5) * 3.0, 2)) <= 2))","Eliminate if (variant_name equals 'tens') AND ((abs(winner value - round((seed value**0.5) * 3.0, 2)) is ≤ 2))",74/311,keeper
N015F538,tens,((0 <= seed <= 15) and (0 <= winner <= 15)),Eliminate if (variant_name equals 'tens') AND ((0 is ≤ seed value is ≤ 15) AND (0 is ≤ winner value is ≤ 15)),86/311,keeper
NEWF725,tens,(5 not in combo_digits and 8 not in combo_digits and 5 not in combo_digits),Eliminate if (variant_name equals 'tens') AND (5 not in combo_digits AND 8 not in combo_digits AND 5 not in combo_digits),57/311,keeper
NO101F189,tens,(not any(d in due_digits for d in combo_digits)),Eliminate if (variant_name equals 'tens') AND (not any(d in due_digits for d in combo_digits)),104/311,keeper
NO101F316R,tens,(abs(winner - seed) > 13),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is > 13),5/311,keeper
NO110F721,tens,(len(set(combo_digits) & set(seed_digits)) > 2),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits) & set(seed value_digits)) is > 2),298/311,keeper
NO114F248,tens,(5 not in combo_digits and 4 not in combo_digits),Eliminate if (variant_name equals 'tens') AND (5 not in combo_digits AND 4 not in combo_digits),20/311,keeper
NO118F322,tens,(abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits)))>3),Eliminate if (variant_name equals 'tens') AND (abs((max(combo_digits)-min(combo_digits)) - (max(seed value_digits)-min(seed value_digits)))is >3),13/311,keeper
NO123F252,tens,(not (20<=winner<=28)),Eliminate if (variant_name equals 'tens') AND (not (20is ≤winner valueis ≤28)),263/311,keeper
NO124F181,tens,(25 <= winner <= 33),Eliminate if (variant_name equals 'tens') AND (25 is ≤ winner value is ≤ 33),3/311,keeper
NO124F539,tens,(not any(d in hot_digits for d in combo_digits)),Eliminate if (variant_name equals 'tens') AND (not any(d in hot_digits for d in combo_digits)),68/311,keeper
NO135F215,tens,(all(v in combo_vtracs for v in seed_vtracs)),Eliminate if (variant_name equals 'tens') AND (all(v in combo_vtracs for v in seed value_vtracs)),168/311,keeper
NO139F202,tens,(all(d >=3 for d in combo_digits)),Eliminate if (variant_name equals 'tens') AND (all(d is ≥3 for d in combo_digits)),0/311,keeper
NO142F551D,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (not any(mirror.get(d,None) in combo_digits for d in combo_digits))",6/311,keeper
NO15F188,tens,"(winner == sum(mirror.get(int(x),int(x)) for x in str(seed)))","Eliminate if (variant_name equals 'tens') AND (winner value equals sum(mirror.get(int(x),int(x)) for x in str(seed value)))",17/311,keeper
NO16F333,tens,"(winner==sum(mirror.get(int(x),int(x)) for x in str(seed)))","Eliminate if (variant_name equals 'tens') AND (winner valueequalssum(mirror.get(int(x),int(x)) for x in str(seed value)))",17/311,keeper
NO172F550S,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4)","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits) AND sum(1 for d in combo_digits if d is ≤ 4) is < 4)",9/311,keeper
NO177F318,tens,(sum(d%2 for d in combo_digits)==sum(d%2 for d in seed_digits)),Eliminate if (variant_name equals 'tens') AND (sum(d%2 for d in combo_digits)equalssum(d%2 for d in seed value_digits)),65/311,keeper
NO177F319,tens,(5 - sum(d%2 for d in combo_digits) == 5 - sum(d%2 for d in seed_digits)),Eliminate if (variant_name equals 'tens') AND (5 - sum(d%2 for d in combo_digits) equals 5 - sum(d%2 for d in seed value_digits)),65/311,keeper
NO177F547,tens,(sum(d in due_digits for d in combo_digits) > 2),Eliminate if (variant_name equals 'tens') AND (sum(d in due_digits for d in combo_digits) is > 2),49/311,keeper
NO188F540,tens,(sum(d in hot_digits for d in combo_digits) < 2),Eliminate if (variant_name equals 'tens') AND (sum(d in hot_digits for d in combo_digits) is < 2),161/311,keeper
NO204F203,tens,(sum(1 for d in combo_digits if d >=8) >=2),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d is ≥8) is ≥2),84/311,keeper
NO20F329,tens,(winner<12 or winner>25),Eliminate if (variant_name equals 'tens') AND (winner valueis <12 OR winner valueis >25),58/311,keeper
NO21F551S,tens,"(len(set(combo_digits)) == 5 and not any(mirror.get(d,None) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits)) equals 5 AND not any(mirror.get(d,None) in combo_digits for d in combo_digits))",6/311,keeper
NO25F556,tens,(len(set(combo_digits)) > 3 and all(d not in mirror.values() for d in combo_digits) and (max(combo_digits) - min(combo_digits) <= 4)),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits)) is > 3 AND all(d not in mirror.values() for d in combo_digits) AND (max(combo_digits) - min(combo_digits) is ≤ 4)),0/311,keeper
NO262F184,tens,"(not any(mirror.get(d, None) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (not any(mirror.get(d, None) in combo_digits for d in combo_digits))",6/311,keeper
NO27F535,tens,((16 <= seed <= 24) and (0 <= winner <= 15)),Eliminate if (variant_name equals 'tens') AND ((16 is ≤ seed value is ≤ 24) AND (0 is ≤ winner value is ≤ 15)),77/311,keeper
NO296F355,tens,"(any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(d equals mirror.get(int(str(seed value)[-1]),-1) for d in combo_digits))",211/311,keeper
NO296F549,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) > 4)","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits) AND max(combo_digits) - min(combo_digits) is > 4)",305/311,keeper
NO30F256,tens,(not (14<=winner<=22)),Eliminate if (variant_name equals 'tens') AND (not (14is ≤winner valueis ≤22)),115/311,keeper
NO30F263,tens,(winner<14 or winner>22),Eliminate if (variant_name equals 'tens') AND (winner valueis <14 OR winner valueis >22),115/311,keeper
NO30F267,tens,(winner<14 or winner>22),Eliminate if (variant_name equals 'tens') AND (winner valueis <14 OR winner valueis >22),115/311,keeper
NO30F326,tens,(all(d%2==0 for d in combo_digits)),Eliminate if (variant_name equals 'tens') AND (all(d%2equals0 for d in combo_digits)),0/311,keeper
NO33F182,tens,(winner <= 15),Eliminate if (variant_name equals 'tens') AND (winner value is ≤ 15),165/311,keeper
NO35F260,tens,(winner<19 or winner>25),Eliminate if (variant_name equals 'tens') AND (winner valueis <19 OR winner valueis >25),234/311,keeper
NO35F327,tens,(winner<19 or winner>25),Eliminate if (variant_name equals 'tens') AND (winner valueis <19 OR winner valueis >25),234/311,keeper
NO35F330,tens,(winner<19 or winner>25),Eliminate if (variant_name equals 'tens') AND (winner valueis <19 OR winner valueis >25),234/311,keeper
NO367F550,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4)","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits) AND sum(1 for d in combo_digits if d is ≤ 4) is < 4)",9/311,keeper
NO41F553,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) >= 4)","Eliminate if (variant_name equals 'tens') AND (not any(mirror.get(d,None) in combo_digits for d in combo_digits) AND sum(1 for d in combo_digits if d is ≤ 4) is ≥ 4)",6/311,keeper
NO44F320,tens,(winner>25 and sum(1 for d in combo_digits if d in seed_digits)<3),Eliminate if (variant_name equals 'tens') AND (winner valueis >25 AND sum(1 for d in combo_digits if d in seed value_digits)is <3),0/311,keeper
NO467F354,tens,"(any(mirror.get(d,-1) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,-1) in combo_digits for d in combo_digits))",305/311,keeper
NO4F225,tens,(winner==37 and seed<30),Eliminate if (variant_name equals 'tens') AND (winner valueequals37 AND seed valueis <30),0/311,keeper
NO50F331,tens,(winner<16 or winner>25),Eliminate if (variant_name equals 'tens') AND (winner valueis <16 OR winner valueis >25),167/311,keeper
NO55F290,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <38 and winner_structure == 5 and winner_structure == 5),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits) is ≥4 AND winner value is <38 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
NO659F314,tens,(abs(winner - seed) <=15),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is ≤15),311/311,keeper
NO67F317,tens,(sum(int(d) for d in str(winner)) == sum(int(d) for d in str(seed))),Eliminate if (variant_name equals 'tens') AND (sum(int(d) for d in str(winner value)) equals sum(int(d) for d in str(seed value))),31/311,keeper
NO69F314R,tens,(abs(winner - seed) > 15),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is > 15),0/311,keeper
NO6F191,tens,(winner <8 or winner >28),Eliminate if (variant_name equals 'tens') AND (winner value is <8 OR winner value is >28),11/311,keeper
NO70F315R,tens,(abs(winner - seed) > 14),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is > 14),1/311,keeper
NO71F201,tens,(1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits),Eliminate if (variant_name equals 'tens') AND (1 not in combo_digits AND 2 not in combo_digits AND 3 not in combo_digits),2/311,keeper
NO75F196,tens,"(not any(d in combo_digits for d in [1,2,3]))","Eliminate if (variant_name equals 'tens') AND (not any(d in combo_digits for d in [1,2,3]))",2/311,keeper
NO78F720,tens,(sum(1 for d in combo_digits if d in seed_digits) > 3),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits) is > 3),303/311,keeper
NO81F217,tens,(len(set(combo_vtracs))<=2),Eliminate if (variant_name equals 'tens') AND (len(set(combo_vtracs))is ≤2),0/311,keeper
NO82F185,tens,"(len(set(combo_digits)) == 3 and sorted(Counter(combo_digits).values())==[1,2,2])","Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits)) equals 3 AND sorted(Counter(combo_digits).values())equals[1,2,2])",0/311,keeper
NO9F244,tens,(winner==34 and seed<30),Eliminate if (variant_name equals 'tens') AND (winner valueequals34 AND seed valueis <30),0/311,keeper
NVR290F200,tens,"(any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(d equals mirror.get(int(str(seed value)[-1]),-1) for d in combo_digits))",211/311,keeper
NVR617F316,tens,(abs(winner - seed) <=13),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is ≤13),306/311,keeper
NVR643F315,tens,(abs(winner - seed) <=14),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is ≤14),310/311,keeper
Nvr390F548,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits))",305/311,keeper
REV_123F328_tens,tens,(winner>=20 or winner<=28),Eliminate if (variant_name equals 'tens') AND (winner valueis ≥20 OR winner valueis ≤28),263/311,reversed
REV_142F213_tens,tens,(winner >=25 and sum(1 for d in combo_digits if d in seed_digits) <3),Eliminate if (variant_name equals 'tens') AND (winner value is ≥25 AND sum(1 for d in combo_digits if d in seed value_digits) is <3),306/311,reversed
REV_1F605_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) is ≤ 3),242/311,reversed
REV_1F606_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) is ≤ 3),242/311,reversed
REV_1F617_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 3),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) is ≤ 3),242/311,reversed
REV_20F253_tens,tens,(not (19>winner>25)),Eliminate if (variant_name equals 'tens') AND (not (19is >winner valueis >25)),234/311,reversed
REV_254F555_tens,tens,(sum(1 for d in combo_digits if mirror.get(d) in combo_digits) < 4),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if mirror.get(d) in combo_digits) is < 4),262/311,reversed
REV_346F551_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 != 1 for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits) AND not all(d % 2 != 1 for d in combo_digits))",305/311,reversed
REV_4F565_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 1),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) is ≤ 1),311/311,reversed
REV_5F566_tens,tens,(len(set(combo_digits).intersection(seed_digits)) <= 2),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) is ≤ 2),298/311,reversed
REV_5F569_tens,tens,(len(set(combo_digits).intersection(seed_digits)) < 3),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits).intersection(seed value_digits)) is < 3),298/311,reversed
REV_5F570_tens,tens,(list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) <= 1),Eliminate if (variant_name equals 'tens') AND (list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) is ≤ 1),271/311,reversed
REV_7F623_tens,tens,(winner >= 20),Eliminate if (variant_name equals 'tens') AND (winner value is ≥ 20),263/311,reversed
REV_NO110F721_tens,tens,(len(set(combo_digits) & set(seed_digits)) <= 2),Eliminate if (variant_name equals 'tens') AND (len(set(combo_digits) & set(seed value_digits)) is ≤ 2),298/311,reversed
REV_NO123F252_tens,tens,(not (20>winner>28)),Eliminate if (variant_name equals 'tens') AND (not (20is >winner valueis >28)),263/311,reversed
REV_NO296F549_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) <= 4)","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits) AND max(combo_digits) - min(combo_digits) is ≤ 4)",305/311,reversed
REV_NO35F260_tens,tens,(winner>=19 or winner<=25),Eliminate if (variant_name equals 'tens') AND (winner valueis ≥19 OR winner valueis ≤25),234/311,reversed
REV_NO35F327_tens,tens,(winner>=19 or winner<=25),Eliminate if (variant_name equals 'tens') AND (winner valueis ≥19 OR winner valueis ≤25),234/311,reversed
REV_NO35F330_tens,tens,(winner>=19 or winner<=25),Eliminate if (variant_name equals 'tens') AND (winner valueis ≥19 OR winner valueis ≤25),234/311,reversed
REV_NO467F354_tens,tens,"(any(mirror.get(d,-1) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,-1) in combo_digits for d in combo_digits))",305/311,reversed
REV_NO659F314_tens,tens,(abs(winner - seed) >15),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is >15),311/311,reversed
REV_NO78F720_tens,tens,(sum(1 for d in combo_digits if d in seed_digits) <= 3),Eliminate if (variant_name equals 'tens') AND (sum(1 for d in combo_digits if d in seed value_digits) is ≤ 3),303/311,reversed
REV_NVR617F316_tens,tens,(abs(winner - seed) >13),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is >13),306/311,reversed
REV_NVR643F315_tens,tens,(abs(winner - seed) >14),Eliminate if (variant_name equals 'tens') AND (abs(winner value - seed value) is >14),310/311,reversed
REV_Nvr390F548_tens,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits))","Eliminate if (variant_name equals 'tens') AND (any(mirror.get(d,None) in combo_digits for d in combo_digits))",305/311,reversed
